id,created_at,partner_id,city_id,year,number_diapers,number_children,percentage,month,changed
13388,2026-04-12 16:44:21.003+00,3,18,2022,200,,0.01,,false
13389,2026-04-12 16:45:31.524+00,64,4,2022,16521,,1,,false
13390,2026-04-12 16:45:49.907+00,3,14,2021,36,,0.01,,false
13391,2026-04-12 16:45:49.907+00,3,24,2021,36,,0.01,,false
13392,2026-04-12 16:45:49.907+00,3,4,2021,36,,0.01,,false
13393,2026-04-12 16:45:49.907+00,3,11,2021,892,,0.25,,false
13394,2026-04-12 16:45:49.907+00,3,13,2021,2498,,0.7,,false
13395,2026-04-12 16:45:49.907+00,3,25,2021,0,,0,,false
13396,2026-04-12 16:45:49.907+00,3,26,2021,36,,0.01,,false
13397,2026-04-12 16:45:49.907+00,3,18,2021,36,,0.01,,false
13398,2026-04-12 16:46:08.824+00,64,4,2021,46600,,1,,false
13399,2026-04-12 16:47:01.086+00,2,13,2014,13436,,1,,false
13400,2026-04-12 17:06:23.762+00,1,14,2026,7540,,1,March,false
13401,2026-04-12 17:06:23.762+00,3,14,2026,69,,0.01,March,false
13402,2026-04-12 17:06:23.762+00,3,24,2026,69,,0.01,March,false
13403,2026-04-12 17:06:23.762+00,3,4,2026,69,,0.01,March,false
13404,2026-04-12 17:06:23.762+00,3,11,2026,1736,,0.25,March,false
13405,2026-04-12 17:06:23.762+00,3,13,2026,4861,,0.7,March,false
13406,2026-04-12 17:06:23.762+00,3,25,2026,0,,0,March,false
13407,2026-04-12 17:06:23.762+00,3,26,2026,69,,0.01,March,false
13408,2026-04-12 17:06:23.762+00,3,18,2026,69,,0.01,March,false
13409,2026-04-12 17:06:23.762+00,4,4,2026,3954,,0.99,March,false
13410,2026-04-12 17:06:23.762+00,4,18,2026,40,,0.01,March,false
13411,2026-04-12 17:06:23.762+00,5,1,2026,1030,,0.23,March,false
13412,2026-04-12 17:06:23.762+00,5,3,2026,2464,,0.55,March,false
13413,2026-04-12 17:06:23.762+00,5,27,2026,134,,0.03,March,false
13414,2026-04-12 17:06:23.762+00,5,10,2026,134,,0.03,March,false
13415,2026-04-12 17:06:23.762+00,5,2,2026,224,,0.05,March,false
13416,2026-04-12 17:06:23.762+00,5,5,2026,90,,0.02,March,false
13417,2026-04-12 17:06:23.762+00,5,15,2026,90,,0.02,March,false
13418,2026-04-12 17:06:23.762+00,5,28,2026,45,,0.01,March,false
13419,2026-04-12 17:06:23.762+00,5,29,2026,90,,0.02,March,false
13420,2026-04-12 17:06:23.762+00,5,30,2026,90,,0.02,March,false
13421,2026-04-12 17:06:23.762+00,5,31,2026,90,,0.02,March,false
13422,2026-04-12 17:06:23.762+00,6,27,2026,150,,0.03,March,false
13423,2026-04-12 17:06:23.762+00,6,30,2026,100,,0.02,March,false
13424,2026-04-12 17:06:23.762+00,6,13,2026,4737,,0.95,March,false
13425,2026-04-12 17:06:23.762+00,7,24,2026,3900,,1,March,false
13426,2026-04-12 17:06:23.762+00,8,2,2026,2904,,1,March,false
13427,2026-04-12 17:06:23.762+00,10,6,2026,465,,0.23,March,false
13428,2026-04-12 17:06:23.762+00,10,17,2026,445,,0.22,March,false
13429,2026-04-12 17:06:23.762+00,10,10,2026,283,,0.14,March,false
13430,2026-04-12 17:06:23.762+00,10,32,2026,101,,0.05,March,false
13431,2026-04-12 17:06:23.762+00,10,33,2026,141,,0.07,March,false
13432,2026-04-12 17:06:23.762+00,10,21,2026,101,,0.05,March,false
13433,2026-04-12 17:06:23.762+00,10,18,2026,81,,0.04,March,false
13434,2026-04-12 17:06:23.762+00,10,8,2026,101,,0.05,March,false
13435,2026-04-12 17:06:23.762+00,10,34,2026,61,,0.03,March,false
13436,2026-04-12 17:06:23.762+00,10,35,2026,101,,0.05,March,false
13437,2026-04-12 17:06:23.762+00,10,15,2026,101,,0.05,March,false
13438,2026-04-12 17:06:23.762+00,10,19,2026,40,,0.02,March,false
13439,2026-04-12 17:06:23.762+00,12,24,2026,336,,0.31,March,false
13440,2026-04-12 17:06:23.762+00,12,37,2026,292,,0.27,March,false
13441,2026-04-12 17:06:23.762+00,12,36,2026,54,,0.05,March,false
13442,2026-04-12 17:06:23.762+00,12,18,2026,54,,0.05,March,false
13443,2026-04-12 17:06:23.762+00,12,35,2026,97,,0.09,March,false
13444,2026-04-12 17:06:23.762+00,12,19,2026,97,,0.09,March,false
13445,2026-04-12 17:06:23.762+00,12,14,2026,152,,0.14,March,false
13446,2026-04-12 17:06:23.762+00,13,21,2026,81,,0.2,March,false
13447,2026-04-12 17:06:23.762+00,13,18,2026,323,,0.8,March,false
14154,2026-04-14 16:15:19.553+00,6,27,2026,318,,0.03,February,false
14155,2026-04-14 16:15:19.553+00,6,30,2026,212,,0.02,February,false
14156,2026-04-14 16:15:19.553+00,6,13,2026,10078,,0.95,February,false
14157,2026-04-14 16:26:49.282+00,7,24,2025,3145,,1,June,false
